Label,WordQty,W2,W3,W4,W5,W6,W7,P4,P5,P6,P7
0,437,137.22,94.40,101.09,108.45,108.35,108.36,8.01,8.11,8.24,8.42
1,3545,135.27,92.13,82.89,85.22,85.31,85.23,8.20,8.06,8.14,8.24
1,567,187.48,147.18,137.20,139.31,139.13,139.43,7.98,8.00,8.03,8.18
1,430,185.10,130.28,122.80,117.77,116.56,116.59,7.59,7.68,7.81,7.89
0,583,154.17,109.29,119.21,122.02,121.89,122.12,8.13,8.47,8.60,8.66
0,1711,162.39,116.68,124.33,127.92,128.85,129.03,9.02,9.08,9.30,9.59
1,508,286.13,212.76,205.31,206.78,206.68,206.64,8.43,8.55,8.51,8.78
0,567,138.63,108.46,114.35,120.45,120.64,120.98,7.08,7.08,7.29,7.38
0,1288,157.39,103.46,114.24,120.68,121.24,121.53,8.01,8.15,8.28,8.46
1,2136,152.54,111.81,101.32,104.08,103.92,104.11,7.48,7.41,7.40,7.51
1,734,139.37,107.97,95.82,98.04,98.33,98.52,8.13,8.11,8.17,8.27
1,1478,107.05,69.81,61.34,62.85,62.97,62.93,7.88,7.80,7.90,8.12
1,1035,267.18,208.50,188.15,189.78,187.40,187.50,6.78,6.80,6.88,6.98
1,305,244.12,171.62,164.12,163.91,165.47,165.42,6.66,6.66,6.63,6.72
0,944,146.81,95.46,109.57,111.05,111.10,111.53,7.99,8.16,8.31,8.52
0,202,152.06,116.42,139.81,137.45,138.30,138.44,9.58,9.78,9.94,10.13
0,609,120.82,92.26,102.95,106.52,106.68,106.65,8.12,8.06,8.31,8.49
1,493,184.32,135.84,126.30,131.44,131.57,131.91,8.07,8.12,8.10,8.18
1,2237,122.72,90.24,83.53,85.00,84.70,84.97,7.87,7.81,7.86,7.93
0,2018,133.92,85.30,92.77,96.49,97.28,97.22,8.02,8.12,8.33,8.53
0,1013,128.95,82.92,91.78,94.12,94.80,94.87,8.37,8.50,8.62,8.91
0,648,176.68,120.41,125.36,132.33,133.00,133.41,8.30,8.41,8.60,8.89
0,790,165.80,122.26,131.61,133.61,133.85,133.99,8.64,8.73,8.95,9.29
0,392,120.77,91.09,99.13,100.90,101.98,102.15,7.92,8.06,8.17,8.41
1,1059,106.45,66.96,58.60,57.88,58.28,58.26,7.36,7.28,7.32,7.38
1,727,191.89,128.09,111.79,115.76,114.98,115.09,7.61,7.59,7.66,7.81
0,744,147.57,95.76,105.94,108.31,109.35,109.50,8.71,8.93,9.16,9.44
0,470,146.19,105.67,113.59,117.84,118.58,119.26,9.04,9.13,9.19,9.38
0,1863,156.05,110.20,115.99,122.47,122.97,123.21,8.63,8.80,9.06,9.30
1,612,128.89,91.44,80.20,78.56,77.61,77.52,7.55,7.60,7.58,7.71
0,952,175.34,131.26,141.01,143.75,143.55,143.72,7.41,7.53,7.74,7.88
0,354,135.81,83.51,90.20,89.69,89.97,90.16,8.07,8.12,8.32,8.37
1,361,302.16,260.06,240.48,243.41,241.98,241.05,8.45,8.33,8.50,8.55
1,862,133.50,81.11,68.35,66.42,66.47,66.68,8.31,8.29,8.33,8.47
1,475,166.07,113.50,99.20,101.35,101.24,101.46,7.74,7.55,7.55,7.77
1,1559,114.23,80.85,70.93,69.86,69.65,69.74,7.93,7.87,8.00,8.11
1,612,189.51,135.17,133.35,129.13,129.42,129.20,7.05,7.07,7.11,7.16
1,347,203.05,155.49,143.33,148.54,148.08,148.32,8.74,8.82,8.99,9.22
1,838,140.04,99.91,85.50,85.89,84.57,84.49,6.67,6.72,6.84,6.88
0,470,152.87,106.06,117.40,122.50,123.33,123.99,7.81,7.95,8.05,8.11
1,459,112.18,61.44,51.14,51.96,51.28,51.08,7.09,6.96,7.07,7.05
1,1247,172.31,131.66,118.27,121.32,120.88,121.14,7.30,7.31,7.31,7.48
0,272,153.70,108.24,118.27,120.94,120.84,121.62,7.32,7.59,7.81,7.91
1,1745,112.45,74.38,64.89,65.40,65.30,65.26,8.59,8.54,8.58,8.77
0,1250,151.31,107.64,118.27,125.90,126.29,126.51,8.20,8.46,8.58,8.77
1,2280,121.30,71.86,56.25,51.29,48.88,48.50,8.14,7.99,7.86,7.79
1,661,112.16,65.87,55.55,54.94,54.68,54.56,7.05,6.92,6.91,7.01
0,1544,139.33,92.81,99.28,105.55,106.08,106.17,8.24,8.34,8.42,8.63
1,536,217.99,174.93,159.52,165.84,164.96,165.30,6.65,6.67,6.72,6.78
0,2467,145.53,103.07,110.55,114.52,114.85,114.99,8.78,8.88,9.16,9.37
0,480,149.85,104.13,113.23,117.88,118.80,118.88,7.81,7.84,8.02,8.08
1,7558,188.84,153.44,146.37,149.42,149.85,149.89,8.36,8.36,8.47,8.63
0,581,158.56,110.79,119.13,124.11,124.06,124.09,7.81,,8.02,8.10
0,5332,152.39,108.17,117.36,122.41,122.91,123.07,8.36,8.51,8.69,8.90
0,525,138.10,90.31,96.85,98.13,98.01,98.18,7.75,7.90,8.11,8.31
1,473,117.03,85.73,80.50,82.92,82.64,82.69,7.31,7.22,7.28,7.44
