Label,W3,W4
1,70.97,61.93
0,77.46,88.05
1,93.25,79.00
1,87.38,74.36
0,76.01,86.43
0,81.84,91.99
1,76.96,64.33
1,122.43,108.18
1,108.25,94.14
0,76.63,87.41
1,96.13,81.99
0,82.69,94.34
1,118.18,104.46
1,86.58,62.51
1,64.07,52.77
1,78.03,68.28
0,70.85,80.75
0,73.66,82.55
1,89.55,75.93
1,67.84,53.52
1,75.38,63.35
0,69.51,80.14
1,55.05,44.16
1,118.50,105.42
1,75.54,64.34
1,63.72,53.50
0,75.46,83.93
1,84.90,63.64
1,86.35,71.43
1,84.42,72.74
1,116.66,103.82
0,67.95,77.91
0,78.69,88.49
1,95.08,82.59
0,73.13,81.61
1,104.28,90.11
1,67.23,56.43
0,73.88,82.41
0,79.73,89.99
0,74.41,82.55
1,84.15,64.04
1,83.34,68.59
1,101.97,87.89
0,75.51,86.09
1,82.86,73.48
1,107.08,80.82
0,73.98,84.81
0,73.94,83.33
0,71.19,79.70
1,60.97,49.35
0,76.04,85.95
0,78.71,89.20
0,67.32,77.40
1,101.25,82.39
1,105.75,92.03
0,71.05,80.53
0,81.93,93.53
0,74.40,84.62
1,89.05,72.90
1,53.24,38.51
0,75.44,85.42
1,62.04,47.79
0,74.26,82.81
1,81.21,66.55
0,73.93,83.11
0,74.71,84.06
0,83.51,91.78
0,76.68,86.16
1,91.46,80.76
1,66.57,56.16
0,80.12,90.30
0,75.77,85.66
0,74.85,84.39
0,73.97,84.25
1,79.77,69.39
1,79.27,66.83
1,67.62,54.38
0,83.70,94.18
0,77.94,87.15
0,72.12,81.71
1,45.21,24.24
0,76.14,86.12
1,76.64,64.53
0,71.00,80.51
0,78.87,87.80
1,111.42,94.03
0,74.52,85.97
0,78.00,87.84
1,108.72,92.22
1,70.01,57.25
1,105.24,93.29
1,86.77,71.87
0,78.77,88.75
1,91.16,75.85
1,58.32,48.10
1,146.89,133.76
1,53.14,36.19
0,77.92,87.52
1,82.23,71.01
1,78.61,66.84
0,73.40,83.36
0,69.24,78.96
0,71.85,82.24
1,105.31,90.59
1,88.67,79.08
0,74.56,83.99
0,80.02,89.97
1,72.10,63.91
1,42.81,29.31
0,67.66,77.60
0,84.72,95.44
1,92.58,83.13
1,84.03,73.20
0,72.22,82.68
1,79.30,63.64
1,100.57,86.20
0,74.01,82.74
1,115.36,98.09
1,82.65,70.30
1,60.69,49.57
0,73.74,83.61
0,74.73,83.73
0,70.39,79.39
1,99.22,87.13
1,65.66,56.35
0,72.65,82.33
1,81.93,70.50
1,95.37,84.38
1,59.78,43.70
1,96.50,78.82
0,76.38,86.44
1,117.37,103.08
0,72.11,80.98
1,84.03,76.50
1,54.99,37.09
0,75.52,85.00
0,69.70,77.66
0,76.83,85.67
0,81.79,92.36
1,86.58,75.17
0,78.40,89.64
1,91.90,80.57
1,98.50,84.51
0,82.42,92.15
0,74.20,84.63
0,68.90,77.85
1,69.23,56.55
1,63.56,46.02
0,74.59,84.55
0,71.33,79.09
0,75.74,85.52
0,79.00,89.32
0,77.46,86.96
1,105.90,90.89
1,103.46,69.26
0,73.13,80.51
1,70.60,56.93
0,71.45,80.76
0,85.37,96.10
1,100.02,88.25
1,116.92,101.06
1,106.28,89.26
1,114.88,102.41
1,108.40,92.28
0,77.73,87.74
0,81.12,90.89
0,77.72,87.43
0,69.63,79.14
1,59.63,48.25
0,87.84,99.57
1,97.96,84.19
1,77.75,65.79
1,70.20,61.98
0,74.30,85.46
0,74.99,84.89
0,71.62,79.51
1,75.17,66.66
0,75.30,85.09
0,74.83,82.48
1,77.13,67.31
0,78.15,89.19
0,75.87,85.37
1,66.45,56.18
0,75.82,85.21
0,77.25,87.07
1,84.32,72.52
0,73.89,83.85
0,73.01,81.32
0,74.83,83.15
1,78.35,67.16
1,59.16,45.97
1,89.85,74.77
0,78.57,88.05
1,92.67,77.92
1,73.01,56.54
1,66.11,51.77
0,71.12,81.24
1,114.88,96.71
1,97.20,86.19
0,77.84,91.03
1,66.64,57.94
0,82.32,92.82
0,82.49,92.27
0,74.67,84.29
0,72.95,81.88
1,81.74,71.77
1,74.90,65.44
1,93.05,76.87
0,75.08,85.11
1,69.48,53.48
1,84.27,73.33
0,78.15,88.06
1,117.16,103.63
0,69.76,78.94
0,79.03,86.81
1,98.45,86.10
1,84.96,74.32
0,72.59,81.99
0,70.51,79.13
1,67.29,59.10
1,88.89,62.80
1,77.07,67.70
1,96.14,83.86
1,49.68,32.75
0,74.47,84.09
0,72.77,81.85
1,83.84,73.19
1,69.55,53.41
0,70.36,80.39
0,71.85,81.90
0,67.14,75.31
1,100.74,87.23
0,79.22,90.28
1,91.72,77.33
0,82.10,89.43
0,71.63,81.83
0,76.63,87.11
0,72.33,81.69
1,73.91,62.06
1,105.57,90.88
0,78.15,88.61
0,79.69,90.37
0,76.20,85.80
1,77.52,68.38
1,76.40,66.58
1,91.41,79.90
1,79.49,65.24
0,77.23,86.96
1,113.49,97.75
0,75.13,85.34
0,77.86,87.86
1,83.28,72.27
1,64.88,55.17
0,79.37,87.35
1,99.45,85.32
1,148.53,130.00
0,74.47,84.69
1,95.41,83.96
0,74.81,82.91
1,67.64,58.36
0,78.46,90.06
0,80.11,90.98
0,87.24,99.51
0,72.00,81.14
0,71.76,81.29
1,102.88,92.38
0,74.58,84.17
1,106.56,91.73
1,80.82,70.22
1,95.62,81.01
0,77.38,88.73
0,78.40,89.16
0,76.31,87.29
0,73.65,82.41
1,74.42,62.79
0,77.47,86.38
1,51.20,33.31
0,73.46,82.88
1,62.79,43.76
0,76.87,87.83
0,73.64,82.34
1,67.27,54.03
0,75.96,86.14
0,77.78,85.42
0,73.87,85.48
0,69.32,77.27
0,68.89,78.65
1,77.92,66.69
0,80.77,90.95
1,50.90,34.35
1,87.54,74.15
0,73.15,80.76
0,76.32,86.15
1,86.95,76.84
1,86.02,75.18
0,76.44,85.23
1,90.43,84.14
1,57.60,43.91
0,73.23,82.41
1,100.37,86.26
1,74.71,64.21
0,76.37,86.59
1,68.05,47.43
0,72.77,82.56
1,102.80,86.06
0,72.09,82.04
0,66.29,73.90
0,71.07,79.05
0,80.35,90.96
0,76.45,87.42
1,74.29,64.36
1,69.33,59.66
1,81.27,68.77
0,73.92,85.52
1,86.74,59.14
1,86.51,66.35
0,75.19,86.86
1,71.12,58.67
1,67.07,52.28
1,143.85,127.92
0,73.46,81.65
0,77.20,86.54
1,124.31,109.65
1,107.23,86.87
0,68.98,78.52
1,56.48,43.97
1,102.48,90.05
0,69.73,76.04
0,70.63,80.92
0,73.90,83.70
0,76.31,85.31
0,75.64,85.59
0,74.20,82.86
0,74.09,82.38
1,71.10,58.09
0,76.71,86.05
0,76.49,86.71
1,90.61,78.42
1,101.90,90.61
1,88.09,71.17
1,62.31,52.24
0,67.61,75.42
0,77.38,85.92
0,68.22,77.66
1,87.88,78.06
0,75.72,85.95
1,65.03,57.30
1,73.23,59.12
0,72.87,83.28
0,70.20,79.01
1,132.27,119.10
1,77.74,68.44
0,74.24,84.49
0,78.39,88.77
0,72.25,82.20
1,70.52,59.15
1,117.32,101.38
1,114.75,99.93
1,100.31,81.65
1,88.47,78.75
1,97.26,84.09
0,81.77,92.77
1,119.81,103.73
1,71.89,61.64
1,110.17,96.67
1,167.62,155.37
1,83.98,71.22
1,90.21,75.40
0,76.31,86.32
1,94.13,79.66
1,94.63,82.06
1,76.74,61.47
1,104.77,94.19
0,80.01,90.12
1,63.28,48.58
1,124.51,113.55
0,82.47,92.59
0,77.88,86.90
0,72.29,80.85
0,86.41,98.58
1,65.63,56.15
0,76.77,86.32
0,73.95,84.93
0,79.55,90.06
1,80.60,67.50
1,46.02,19.12
1,118.17,100.77
1,68.53,59.11
0,83.59,92.37
1,79.52,68.11
1,101.21,91.83
0,71.25,80.87
0,83.81,93.64
1,71.50,55.34
1,126.18,114.48
0,70.11,78.56
1,61.59,53.14
0,81.87,93.52
1,55.69,45.93
1,71.56,62.79
0,74.74,84.76
1,93.67,80.37
0,81.09,91.22
1,157.37,143.20
1,55.08,41.79
1,109.19,96.33
0,79.12,88.57
0,68.82,77.34
1,83.26,73.89
1,76.31,55.25
1,98.04,83.89
0,76.36,85.53
0,71.47,81.66
1,65.88,55.53
0,77.74,88.18
0,82.65,93.09
1,68.39,49.75
1,55.90,42.17
1,67.37,56.44
0,71.04,79.73
1,104.56,83.14
1,79.26,57.92
0,72.55,80.96
0,71.35,81.35
0,75.78,85.75
1,87.06,75.29
1,82.62,72.76
0,74.66,84.91
0,75.44,84.80
0,69.78,78.53
0,82.07,93.92
1,111.24,95.90
1,85.86,73.57
0,76.74,86.47
1,82.55,72.12
1,119.68,99.89
0,79.13,87.49
0,82.49,94.44
1,77.04,67.04
0,74.11,82.97
1,100.88,87.62
0,82.68,92.29
1,79.42,68.40
1,97.43,84.46
0,80.42,89.54
0,77.73,87.77
1,74.58,62.55
0,73.04,80.62
0,73.98,83.90
1,118.33,102.77
0,81.31,92.22
0,72.79,81.88
0,74.99,83.61
0,75.78,86.35
1,60.88,42.23
0,70.27,80.50
1,71.36,58.18
0,73.72,82.45
0,80.53,90.64
1,118.98,107.02
1,61.31,49.14
0,74.25,83.00
0,71.42,81.32
1,130.51,117.45
0,77.02,86.35
0,70.16,79.52
1,94.91,83.89
1,53.86,37.71
1,64.71,53.05
0,73.26,83.69
1,102.28,87.06
1,93.84,85.97
1,87.65,78.27
0,76.90,87.29
1,151.21,129.15
0,77.85,87.44
0,74.02,83.88
0,75.86,85.73
0,69.42,77.55
0,75.83,85.64
0,70.88,80.62
0,76.79,86.08
0,76.46,87.10
0,75.98,85.88
0,77.05,87.60
0,74.38,84.24
0,73.58,83.28
1,86.54,74.86
1,53.32,33.43
1,108.87,97.90
0,78.66,88.17
1,106.23,93.49
0,82.43,91.54
0,71.25,79.96
0,71.78,79.67
0,74.71,83.80
1,77.01,67.49
1,84.85,71.04
1,83.19,59.06
0,73.01,82.12
1,97.05,67.79
0,72.71,81.00
0,82.29,92.08
0,80.25,91.11
1,48.68,33.22
0,72.90,83.87
1,79.98,66.58
1,68.03,60.95
0,81.70,91.73
0,75.24,85.08
0,76.62,86.35
0,76.31,86.05
1,105.57,92.99
1,45.63,29.13
1,74.95,61.70
1,91.40,79.63
0,75.44,85.86
1,114.02,98.65
0,70.49,79.03
0,82.89,93.71
1,77.85,45.10
1,94.29,79.11
0,75.17,85.72
0,75.91,84.05
1,92.20,78.25
1,102.64,88.25
1,62.33,48.75
1,137.95,123.21
0,79.86,90.91
1,73.53,62.08
0,75.24,85.25
1,82.72,68.90
1,66.53,56.22
1,71.31,59.50
1,74.18,63.09
1,73.98,65.90
0,76.39,84.86
0,79.25,88.72
1,85.11,76.30
0,73.81,84.67
0,76.49,85.16
1,75.01,63.69
1,69.19,59.50
1,122.12,109.20
1,70.41,50.77
0,68.56,77.51
1,61.43,45.14
0,74.64,83.64
0,77.18,86.58
1,66.51,56.92
1,71.54,59.96
1,76.59,65.14
1,101.33,90.36
1,85.51,75.89
0,70.71,79.76
1,105.74,92.73
0,75.92,84.58
1,70.23,54.68
0,79.95,90.63
0,73.02,83.03
0,66.50,75.26
1,51.14,33.76
0,75.76,85.48
1,120.64,107.50
1,53.40,33.62
1,83.40,62.66
0,79.50,89.53
0,75.13,85.53
1,78.53,66.16
1,80.29,68.97
1,73.87,62.24
1,124.60,108.64
0,75.95,86.13
1,152.37,133.87
0,71.79,81.33
0,77.23,86.32
1,109.33,94.64
0,72.84,83.19
1,74.62,64.85
1,64.60,37.32
1,91.19,76.69
1,92.98,78.24
0,83.61,94.49
1,64.53,49.81
0,69.37,78.87
1,84.42,68.23
0,69.76,79.64
0,70.83,79.51
0,78.39,87.95
1,76.34,63.58
1,93.82,81.67
1,47.52,38.42
1,79.12,68.25
0,71.68,82.21
0,78.00,87.77
0,74.05,84.12
0,71.79,82.48
0,71.04,79.67
1,68.20,60.13
0,77.29,85.79
0,76.06,85.87
0,79.57,88.18
1,111.68,93.28
1,78.74,65.43
0,75.71,86.36
1,71.13,61.36
1,72.57,62.55
1,53.69,45.00
1,75.66,65.63
0,70.91,79.65
0,74.04,82.55
1,93.53,80.19
0,79.21,89.18
1,66.17,53.99
1,72.30,63.96
0,70.35,79.10
1,84.92,74.27
1,63.76,55.12
1,106.81,92.53
0,76.00,84.51
1,177.74,162.25
0,72.57,82.93
1,58.86,26.98
0,83.52,94.53
0,76.44,86.43
1,115.48,100.76
0,77.81,88.99
0,76.48,86.01
1,87.86,74.50
0,69.90,77.82
1,75.79,64.85
1,66.72,54.42
1,76.44,65.61
1,85.83,76.21
1,56.74,39.24
0,78.70,86.82
1,72.48,62.10
0,77.44,87.99
0,74.00,81.56
0,72.53,81.83
1,73.46,61.09
1,104.91,93.54
1,55.61,41.31
1,77.35,67.54
1,65.75,54.43
0,77.12,85.38
1,89.96,58.67
0,69.33,78.89
0,74.53,84.01
0,81.24,93.51
1,91.16,75.25
0,74.89,84.27
1,84.63,71.25
1,73.32,62.31
0,67.85,75.62
0,72.72,81.53
0,74.54,84.49
0,70.28,79.23
1,89.37,75.51
0,70.83,79.48
1,105.63,86.68
1,75.55,65.64
1,64.06,53.03
1,105.51,91.53
1,112.62,103.47
0,74.22,83.56
0,78.70,89.25
0,66.06,75.25
1,70.43,59.60
1,108.45,90.69
1,97.95,84.06
0,75.21,85.96
0,74.77,82.62
0,78.81,87.84
0,74.24,83.18
0,75.84,84.65
0,70.91,79.87
0,75.98,86.04
0,67.68,75.73
0,77.59,88.47
0,74.69,83.63
0,71.65,82.32
1,46.81,35.47
1,102.31,90.91
1,127.63,115.49
0,68.52,77.94
0,79.06,89.82
0,78.62,88.02
1,82.55,72.20
0,83.38,94.05
0,80.87,91.32
1,71.30,54.03
0,75.58,84.66
0,73.16,82.42
1,81.35,71.75
0,74.04,84.01
1,111.25,96.15
1,142.36,126.71
0,82.78,93.81
0,80.12,90.75
0,71.44,80.40
1,75.04,66.37
0,79.64,88.34
1,53.38,39.45
0,71.64,81.07
1,68.98,57.06
1,87.94,75.67
1,49.11,31.92
1,68.18,51.07
0,78.62,87.96
1,106.86,98.01
0,73.09,82.19
1,138.27,125.73
0,83.75,95.34
0,73.33,82.75
0,79.45,89.82
1,100.73,91.75
0,76.93,87.31
1,113.07,102.09
0,75.88,85.90
1,101.98,87.07
1,126.91,113.04
0,73.61,83.50
0,72.08,80.68
0,73.56,82.45
1,91.36,78.50
0,75.93,85.69
0,69.95,79.39
0,70.98,79.36
1,99.25,87.43
1,62.38,53.29
1,96.57,83.93
1,76.36,65.02
0,72.35,84.19
1,72.54,55.33
0,72.13,81.29
0,82.35,91.65
0,78.20,87.09
1,78.41,66.68
0,74.82,85.17
1,89.15,81.43
1,86.99,75.41
0,78.75,89.16
1,75.61,63.84
0,74.11,84.22
1,73.41,63.32
0,72.73,81.04
1,63.76,53.47
0,73.78,84.81
1,61.64,51.45
1,72.98,60.07
1,71.56,45.46
0,81.74,93.90
0,76.50,85.74
1,58.97,45.85
0,79.67,89.96
0,73.84,82.91
1,74.26,62.40
1,71.49,61.43
1,77.80,64.64
1,96.78,85.38
1,84.11,55.28
0,74.33,84.34
0,79.85,89.74
0,73.66,82.69
1,99.92,89.36
1,80.37,67.07
0,65.85,75.13
0,69.89,78.67
0,72.59,82.20
0,77.65,86.09
0,73.83,82.70
1,69.01,58.18
1,116.04,106.75
0,76.19,87.04
0,72.89,81.70
0,70.25,79.98
1,64.98,54.65
0,76.90,86.93
0,74.19,84.42
1,84.35,69.62
1,82.93,63.63
1,72.06,60.91
1,58.10,40.31
1,112.61,102.41
1,61.98,48.69
1,93.33,80.66
0,80.84,90.38
1,125.69,114.12
1,83.28,69.93
0,76.22,85.71
1,84.76,71.68
0,81.09,90.65
1,115.35,104.54
1,101.12,83.63
0,77.92,88.71
1,95.44,70.85
0,71.70,81.54
0,67.03,75.77
1,77.84,67.19
0,79.54,88.34
0,72.94,82.37
0,71.26,81.25
1,82.32,72.06
0,72.61,82.66
1,99.92,89.17
0,75.74,86.01
1,83.04,73.42
0,74.34,82.40
0,76.00,86.32
1,80.02,65.42
1,74.89,66.90
1,119.81,101.67
0,78.37,89.15
0,75.42,85.02
1,96.34,84.38
0,70.91,79.76
1,85.06,73.92
1,89.46,74.68
0,76.45,85.43
0,75.60,85.73
0,77.30,85.69
0,87.42,97.34
1,61.81,52.52
0,75.01,85.07
1,134.45,121.14
1,74.83,65.56
1,96.88,81.35
0,71.16,80.67
1,96.79,84.38
1,71.30,61.16
1,117.78,105.47
0,73.10,82.98
0,75.55,86.76
0,75.74,86.39
0,77.39,87.01
1,63.79,53.41
1,63.36,50.20
0,80.15,90.02
1,66.32,54.29
1,52.78,43.73
1,74.72,65.87
1,150.42,133.81
1,70.74,60.07
1,102.59,84.58
0,71.09,79.84
0,74.48,82.99
1,61.76,51.34
1,87.09,76.85
0,77.23,85.91
1,134.41,118.37
0,78.48,87.90
1,65.04,54.68
0,82.96,92.37
1,70.04,61.98
1,89.12,74.27
0,75.63,84.83
1,77.92,68.82
1,114.85,102.73
0,76.79,85.88
1,91.27,75.32
1,102.12,83.84
0,69.80,77.41
0,76.84,84.99
1,75.19,60.65
0,83.25,92.31
1,97.63,82.83
1,88.70,74.67
1,86.10,70.79
0,69.24,78.12
1,87.15,77.93
1,103.78,87.56
1,75.48,63.52
1,82.60,66.86
1,67.33,56.49
0,71.26,81.27
0,76.51,85.67
1,72.94,65.76
0,74.10,82.66
1,89.20,74.00
0,74.99,84.83
0,79.24,88.81
0,78.02,87.73
0,71.60,82.08
1,87.71,75.48
0,79.22,88.46
1,67.85,59.51
0,71.68,80.31
0,69.47,79.86
0,73.42,82.48
1,76.71,67.44
1,76.08,63.21
1,78.07,67.49
1,95.62,83.47
1,97.16,84.72
0,70.59,78.12
0,78.39,88.01
0,80.45,90.53
0,77.47,86.72
0,74.29,85.85
0,76.61,86.57
1,51.20,26.84
0,71.45,80.41
1,74.68,64.88
0,75.54,86.87
1,60.09,43.55
1,69.20,56.00
1,98.92,86.03
1,86.44,74.99
1,87.48,76.17
1,73.14,59.12
1,110.36,99.53
1,92.48,78.66
0,73.78,83.49
1,71.77,60.46
1,80.08,63.42
0,75.16,84.76
1,106.18,89.94
0,73.11,81.97
0,79.42,90.64
1,76.09,63.63
0,81.44,91.89
0,68.24,76.11
0,76.66,85.96
0,77.76,87.17
0,76.81,87.60
0,74.34,84.09
1,82.96,71.46
0,74.10,83.11
0,71.10,80.25
0,69.87,79.58
0,75.19,84.05
1,117.81,103.44
1,72.93,59.87
0,79.54,90.49
0,77.32,87.39
0,75.16,85.00
0,72.85,83.03
0,72.48,81.33
1,107.61,94.11
0,77.38,87.21
0,76.35,86.82
0,78.70,90.00
0,81.81,93.73
1,66.73,54.65
0,79.62,88.97
0,68.40,76.81
1,69.78,59.40
1,101.17,89.02
0,74.28,83.32
0,68.16,76.37
0,73.55,82.95
0,80.42,90.85
1,66.59,55.76
0,76.68,84.89
0,76.76,87.94
0,74.49,84.83
0,87.94,97.16
0,75.27,84.68
0,81.02,89.52
1,56.57,46.12
1,85.55,68.86
1,79.29,58.40
1,82.16,54.49
1,69.80,61.51
1,69.41,60.70
0,75.91,87.14
0,80.36,92.12
1,87.18,75.41
1,71.68,56.42
0,74.28,84.24
0,84.90,96.08
0,70.73,80.17
0,72.07,79.88
1,105.47,90.79
1,106.99,87.40
0,76.28,85.69
1,162.21,150.67
0,84.19,94.94
0,72.45,81.42
0,81.79,90.52
1,81.44,68.61
0,75.86,85.47
1,142.13,124.30
0,70.67,79.33
1,84.02,71.32
1,66.01,51.94
0,80.09,90.07
0,75.33,85.40
0,75.28,85.86
1,102.08,81.69
0,71.24,80.72
1,96.33,82.96
1,96.99,78.90
1,63.30,43.95
0,75.55,85.52
1,69.31,50.12
1,65.10,36.08
0,78.84,88.98
0,72.44,83.89
1,81.57,71.00
0,77.00,86.78
1,68.44,55.97
1,100.83,83.75
0,76.71,87.55
0,76.09,85.30
1,81.56,70.45
1,79.62,69.68
1,98.85,86.84
0,77.96,86.30
1,45.94,27.21
0,81.20,88.85
1,118.67,100.52
1,66.35,55.81
1,123.41,108.35
1,91.82,80.15
0,78.85,87.56
0,67.35,75.15
1,81.46,70.87
1,81.00,67.36
1,94.43,81.82
0,77.69,86.80
1,109.04,93.51
1,74.54,62.43
1,79.60,68.14
1,76.43,55.64
0,77.18,86.78
1,73.65,60.96
1,84.88,72.68
1,123.30,106.38
1,59.65,42.16
0,77.36,85.59
0,75.98,87.79
1,87.60,74.77
0,84.64,95.84
1,53.33,45.28
1,97.98,87.16
0,79.24,87.38
0,70.15,80.11
0,76.07,86.26
1,79.65,66.65
1,86.46,74.09
1,62.86,48.99
0,77.35,87.47
1,72.82,54.99
1,76.03,65.72
0,66.58,75.48
0,71.10,81.26
0,80.95,92.93
1,54.97,40.88
0,81.50,90.95
0,81.31,91.47
0,73.57,82.21
1,113.03,95.55
1,77.30,65.43
0,77.70,87.81
0,74.07,82.70
0,75.14,84.88
1,38.87,18.70
1,102.69,92.51
0,77.72,88.27
1,74.41,63.37
0,80.93,91.41
1,86.48,73.03
0,75.35,84.16
0,72.45,82.14
0,65.51,74.65
0,79.46,87.62
1,72.80,62.96
1,63.11,53.06
0,86.84,98.60
0,78.20,87.49
0,75.72,85.12
0,73.38,82.27
1,79.44,67.68
1,98.16,84.21
1,108.87,94.20
0,71.00,79.96
0,70.30,81.60
0,77.60,86.73
1,84.37,70.05
0,73.21,82.86
1,68.06,57.21
0,72.47,81.54
0,75.60,86.12
1,94.88,85.37
0,81.29,91.54
0,75.50,84.88
1,62.67,44.33
1,70.11,58.41
1,90.53,78.14
1,61.27,40.58
0,75.37,84.86
1,90.82,80.63
1,98.65,85.57
1,94.66,77.33
1,89.18,78.59
0,73.89,83.75
1,54.69,42.86
1,73.93,64.04
0,68.81,78.10
0,72.17,82.40
0,74.40,83.95
1,99.92,87.68
1,66.81,57.70
0,79.56,89.63
0,78.21,87.10
1,66.34,55.55
1,84.50,71.47
0,80.81,90.56
0,79.66,89.26
1,83.90,74.43
1,76.14,64.06
0,65.83,72.96
1,138.36,117.49
1,70.10,60.20
0,72.59,82.16
1,116.17,100.10
1,89.12,80.25
1,105.67,95.15
0,67.17,76.20
0,72.84,81.19
0,78.85,88.42
1,110.88,95.46
1,82.22,70.10
0,67.72,75.53
1,97.13,81.38
1,82.80,74.25
1,59.68,44.20
1,72.01,62.13
0,74.49,84.65
1,67.28,57.70
0,80.13,91.12
1,84.87,73.65
1,99.88,85.13
0,75.61,85.17
0,72.64,82.57
0,70.82,79.98
0,78.95,88.65
1,67.18,45.14
0,71.46,79.97
1,69.23,60.62
1,74.96,61.79
0,78.31,87.66
0,72.29,80.98
0,76.47,85.61
1,139.85,126.82
1,69.71,59.98
0,77.66,85.99
0,80.94,90.75
0,75.12,85.26
0,80.88,92.57
0,75.80,85.05
1,79.38,65.93
1,125.55,111.83
0,79.40,89.18
1,81.06,65.48
0,76.60,86.14
0,65.43,74.36
1,79.82,72.33
1,97.56,89.09
1,74.75,60.15
1,68.63,52.26
1,65.10,53.70
0,74.30,84.25
0,71.90,79.81
0,73.22,83.30
0,75.31,85.49
1,58.38,41.87
0,74.46,84.45
1,129.59,112.45
1,86.31,77.06
1,78.10,64.71
0,76.87,86.20
0,74.84,82.63
0,75.82,85.68
1,56.79,39.74
0,77.72,86.72
0,81.39,93.48
1,68.26,59.08
0,73.59,83.55
0,71.41,79.93
1,72.29,49.10
0,75.73,84.74
0,71.73,79.36
1,73.51,62.09
0,78.08,87.66
0,68.34,78.08
0,75.65,85.93
1,64.05,55.30
1,113.62,100.31
1,73.41,61.69
0,76.93,86.63
1,80.63,70.09
1,65.62,56.07
1,87.16,60.43
0,78.70,88.24
1,81.73,67.97
1,64.42,54.72
0,75.39,84.47
1,78.59,68.30
0,72.74,82.55
0,74.36,83.81
0,78.49,87.63
0,79.58,87.77
1,109.38,88.26
1,71.68,60.98
1,77.45,63.54
0,67.49,76.76
1,71.62,61.47
1,94.05,79.34
0,76.10,85.93
1,69.62,58.63
0,68.13,77.66
0,80.96,92.99
1,50.78,36.55
1,82.22,65.46
0,75.32,84.98
0,79.52,91.56
1,95.39,83.66
1,119.21,105.82
1,94.15,80.91
1,109.11,94.57
1,83.33,71.04
0,76.28,84.21
0,69.71,77.04
1,72.97,61.33
1,96.24,81.48
0,76.43,86.54
0,78.58,90.68
0,72.97,82.64
1,63.58,49.91
0,79.51,89.30
1,80.87,58.72
0,74.16,83.69
0,70.26,80.20
0,70.90,80.95
0,77.37,86.65
1,115.22,101.38
1,97.64,84.97
0,76.35,85.53
0,71.50,80.09
0,75.74,84.86
1,104.33,88.54
1,93.40,79.10
1,98.34,81.42
1,71.36,59.89
0,74.48,83.60
1,74.42,66.64
0,76.19,87.97
0,69.08,77.31
1,110.47,98.34
1,86.18,76.05
0,75.46,85.51
1,89.73,79.87
1,70.51,60.60
0,73.20,81.55
1,95.03,76.19
0,80.26,90.18
1,56.90,49.12
0,72.75,82.05
0,72.87,80.54
0,74.31,83.45
0,73.53,83.05
0,79.57,88.97
1,60.73,47.96
0,76.35,85.62
1,94.43,79.84
1,82.66,65.58
1,95.11,84.77
0,74.72,84.66
0,79.11,89.18
0,79.45,88.77
0,77.72,87.79
1,140.61,126.69
0,71.66,81.55
1,122.78,107.28
0,81.72,89.43
1,58.53,47.37
0,81.48,91.86
0,67.85,76.26
1,105.29,93.19
0,79.49,89.72
0,76.92,87.32
0,69.48,79.11
0,72.66,83.48
0,74.82,83.81
1,77.89,64.10
0,78.03,87.69
1,100.65,84.39
1,71.96,60.82
0,69.18,76.50
0,76.17,84.78
1,70.87,60.76
1,58.61,45.83
0,76.56,86.13
1,69.88,41.68
1,106.90,94.43
0,67.48,77.36
1,68.64,56.78
1,55.62,46.04
0,68.87,77.24
1,78.61,64.45
0,74.33,85.27
1,138.63,117.53
0,80.31,90.33
0,76.30,84.85
0,74.30,83.31
0,72.54,80.29
0,78.27,88.75
1,69.80,58.78
1,84.57,71.42
1,94.34,83.80
0,80.75,89.75
1,77.63,67.78
1,99.87,85.00
0,78.31,88.36
1,88.47,73.60
1,67.42,53.13
1,79.39,65.89
0,75.66,84.71
0,79.00,89.73
1,66.36,51.62
1,69.74,59.53
0,70.54,81.95
1,64.24,52.68
1,105.33,90.37
0,79.67,90.03
0,76.31,86.78
0,76.36,86.04
0,78.68,87.20
0,72.20,81.97
0,79.16,88.91
0,80.57,89.65
1,130.04,120.00
0,82.46,92.05
0,75.25,85.35
1,117.37,103.58
1,72.25,43.88
1,82.65,69.73
1,89.43,76.33
0,79.08,89.40
0,75.24,85.46
0,77.19,87.89
1,65.00,49.98
0,74.55,83.80
1,110.08,97.00
1,95.28,82.73
0,77.85,86.92
0,76.52,84.97
1,65.20,55.95
1,109.69,93.73
0,71.25,80.20
0,73.44,82.18
0,76.59,87.29
1,83.87,73.32
1,78.91,66.56
1,84.73,72.25
1,57.67,42.42
1,85.73,68.18
1,84.80,67.85
0,66.42,74.34
1,76.09,59.85
1,98.05,86.75
1,73.09,62.13
1,90.10,79.08
1,96.03,80.68
1,95.45,81.13
0,71.35,80.80
1,92.41,81.77
1,90.48,78.51
1,73.53,56.03
1,77.57,59.39
0,71.96,81.56
1,50.05,32.10
1,80.05,70.52
0,77.89,89.48
0,76.09,87.43
0,72.19,81.61
0,73.55,84.16
1,67.58,59.00
0,72.85,82.94
0,76.90,86.00
0,80.80,92.69
1,118.46,105.47
1,92.04,75.94
1,93.73,79.13
1,73.33,63.08
0,75.61,82.87
1,69.28,58.63
1,74.95,66.73
0,73.05,81.93
0,76.13,85.96
1,66.11,56.08
1,57.19,44.55
0,80.51,89.76
1,57.24,49.87
0,82.00,93.08
1,71.71,51.94
